Gene Names	Accession	Entry
YPL149W	OG6_103775	Q12380
YPL150W	OG6_101957	Q12152
YPL151C	OG6_101928	Q12417
YPL152W	OG6_101438	Q12461
YPL152W-A	OG6_499939	Q8TGR9
YPL153C	OG6_101842	P22216
YPL154C	OG6_100536	P07267
YPL155C	OG6_101662	P28743
YPL156C	OG6_500144	Q12498
YPL157W	OG6_102135	Q12052
YPL158C	OG6_500795	Q99299
YPL159C	OG6_222621	Q99373
YPL160W	OG6_101014	P26637
YPL161C	OG6_500172	P39011
YPL162C	OG6_102477	Q12042
YPL163C	OG6_500234	Q12254
YPL164C	OG6_105268	Q12083
YPL165C	OG6_170801	Q12529
YPL166W	OG6_500501	Q12092
YPL167C	OG6_102751	P14284
YPL168W	OG6_500455	Q12467
YPL169C	OG6_102057	Q99257
YPL170W	OG6_100542	Q12091
YPL171C	OG6_100194	P41816
YPL172C	OG6_101203	P21592
YPL173W	OG6_143261	P36534
YPL174C	OG6_104816	P33420
YPL175W	OG6_100580	P32363
YPL176C	OG6_186751	Q08919
YPL177C	OG6_134291	P41817
YPL178W	OG6_102337	Q08920
YPL179W	OG6_100222	P32945
YPL180W	OG6_500693	Q08921
YPL181W	OG6_127033	Q08923
YPL183C	OG6_104214	Q08924
YPL183W-A	OG6_102773	O14464
YPL184C	OG6_112501	Q08925
YPL186C	OG6_500511	Q08926
YPL187W	OG6_193297	P01149
YPL188W	OG6_100357	Q06892
YPL189C-A	OG6_499868	Q3E823
YPL189W	OG6_102319	Q08929
YPL190C	OG6_499984	P38996
YPL191C	OG6_102202	Q08930
YPL192C	OG6_500591	Q08931
YPL193W	OG6_500164	Q08932
YPL194W	OG6_500547	Q08949
YPL195W	OG6_102126	Q08951
YPL196W	OG6_100646	Q08952
YPL198W	OG6_100755	Q12213
YPL199C	OG6_104292	Q08954
YPL200W	OG6_500951	Q08955
YPL201C	OG6_499998	Q08956
YPL202C	OG6_222579	Q08957
YPL203W	OG6_100326	P06245
YPL204W	OG6_100396	P29295
YPL206C	OG6_103957	Q08959
YPL207W	OG6_101841	Q08960
YPL208W	OG6_101154	Q08961
YPL209C	OG6_100573	P38991
YPL210C	OG6_102219	P38688
YPL211W	OG6_102224	Q08962
YPL212C	OG6_101974	Q12211
YPL213W	OG6_102567	Q08963
YPL214C	OG6_102838	P41835
YPL215W	OG6_103736	P21560
YPL216W	OG6_108356	Q08964
YPL217C	OG6_102112	Q08965
YPL218W	OG6_101164	P20606
YPL219W	OG6_222581	Q08966
YPL220W	OG6_100869	P0CX43
YPL221W	OG6_123074	Q08967
YPL225W	OG6_105428	Q08971
YPL222W	OG6_102046	Q08968
YPL223C	OG6_500848	Q08969
YPL224C	OG6_103293	Q08970
YPL226W	OG6_105271	Q08972
YPL227C	OG6_101465	P40350
YPL228W	OG6_111222	O13297
YPL229W	OG6_222613	Q99395
YPL230W	OG6_208107	Q12132
YPL231W	OG6_101866	P19097
YPL232W	OG6_100497	P32867
YPL233W	OG6_124902	Q12143
YPL234C	OG6_100711	P32842
YPL235W	OG6_101635	Q12464
YPL236C	OG6_104003	Q12003
YPL237W	OG6_101265	P09064
YPL239W	OG6_105985	P46683
YPL240C	OG6_100204	P02829
YPL241C	OG6_500619	P46670
YPL242C	OG6_101564	Q12280
YPL243W	OG6_102026	P38687
YPL244C	OG6_101710	Q12520
YPL245W	OG6_140858	Q12179
YPL246C	OG6_116870	Q12270
YPL247C	OG6_102242	Q12523
YPL248C	OG6_133406	P04386
YPL249C	OG6_101755	Q12344
YPL249C-A	OG6_101322	O14455
YPL250C	OG6_222614	Q12048
YPL252C	OG6_100695	Q12184
YPL253C	OG6_205459	Q12045
YPL254W	OG6_119711	Q12060
YPL255W	OG6_499969	Q12365
YPL256C	OG6_222615	P20438
YPL257W	OG6_181779	Q08974
YPL257W-A	OG6_100069	P0CX73
YPL257W-B	OG6_100069	Q12414
YPL258C	OG6_102750	Q08975
YPL259C	OG6_101263	Q00776
YPL260W	OG6_112055	Q08977
YPL262W	OG6_101016	P08417
YPL263C	OG6_103804	Q08979
YPL264C	OG6_101191	Q08980
YPL265W	OG6_124587	P53388
YPL266W	OG6_100569	P41819
YPL267W	OG6_500081	Q08981
YPL268W	OG6_100279	P32383
YPL269W	OG6_500206	P32526
YPL270W	OG6_100059	P33311
YPL271W	OG6_103560	P21306
YPL272C	OG6_500411	Q08984
YPL273W	OG6_102920	Q08985
YPL274W	OG6_222609	Q08986
YPL277C	OG6_113580	Q08989
YPL278C	OG6_113580	Q08990
YPL279C	OG6_105857	Q08991
YPL280W	OG6_105123	Q08992
YPL281C	OG6_100260	P0CX11
YPL282C	OG6_109825	P0CE87
YPL283C	OG6_108906	P0CX15
YPR001W	OG6_500612	P43635
YPR002W	OG6_106279	Q12428
YPR003C	OG6_100144	P53394
YPR004C	OG6_101090	Q12480
YPR005C	OG6_500107	Q01766
YPR006C	OG6_104865	Q12031
YPR007C	OG6_500114	Q12188
YPR008W	OG6_499840	Q12753
YPR009W	OG6_222582	Q12286
YPR010C	OG6_102249	P22138
YPR010C-A	OG6_137751	A5Z2X5
YPR011C	OG6_100703	Q12251
YPR013C	OG6_111631	Q12145
YPR015C	OG6_500250	Q12531
YPR016C	OG6_101255	Q12522
YPR017C	OG6_106143	P32601
YPR018W	OG6_166483	Q12495
YPR019W	OG6_101805	P30665
YPR020W	OG6_104623	Q12233
YPR021C	OG6_102019	Q12482
YPR022C	OG6_124937	Q12139
YPR023C	OG6_102009	Q12432
YPR024W	OG6_101196	P32795
YPR025C	OG6_102792	P37366
YPR026W	OG6_103857	P48016
YPR027C	OG6_500423	Q12079
YPR028W	OG6_100903	Q12402
YPR029C	OG6_101228	Q12028
YPR030W	OG6_222544	Q12734
YPR031W	OG6_102102	Q12311
YPR032W	OG6_115599	Q12038
YPR033C	OG6_100351	P07263
YPR034W	OG6_500546	Q12406
YPR035W	OG6_100668	P32288
YPR036W	OG6_101800	P41807
YPR036W-A	OG6_500261	Q3E752
YPR037C	OG6_101299	Q12284
YPR040W	OG6_103322	Q12199
YPR041W	OG6_101859	P38431
YPR042C	OG6_111629	Q12221
YPR043W	OG6_100717	P0CX25
YPR045C	OG6_101802	Q12049
YPR046W	OG6_500830	Q12262
YPR047W	OG6_102538	P08425
YPR048W	OG6_100390	Q12181
YPR049C	OG6_124904	Q12527
YPR051W	OG6_101962	Q03503
YPR052C	OG6_100324	P11632
YPR054W	OG6_500442	P41808
YPR055W	OG6_104006	P32855
YPR056W	OG6_103072	Q12004
YPR057W	OG6_499895	Q99177
YPR058W	OG6_101471	P32331
YPR060C	OG6_106484	P32178
YPR061C	OG6_127203	Q12350
YPR062W	OG6_114842	Q12178
YPR063C	OG6_138956	Q12160
YPR065W	OG6_173199	P25042
YPR066W	OG6_101845	Q99344
YPR067W	OG6_101909	Q12425
YPR068C	OG6_196853	Q12214
YPR069C	OG6_100634	Q12074
YPR070W	OG6_500299	Q12321
YPR071W	OG6_181779	Q12346
YPR072W	OG6_101346	Q12514
YPR073C	OG6_101411	P40347
YPR074C	OG6_100329	P23254
YPR075C	OG6_143747	Q06810
YPR078C	OG6_499974	Q06813
YPR079W	OG6_108284	Q06815
YPR080W	OG6_100227	P02994
YPR081C	OG6_100673	Q06817
YPR082C	OG6_102797	Q06819
YPR083W	OG6_500484	Q06820
YPR084W	OG6_499848	Q06821
YPR085C	OG6_103807	Q06822
YPR086W	OG6_101024	P29055
YPR088C	OG6_100507	P20424
YPR089W	OG6_112954	O13585
YPR091C	OG6_110556	Q06833
YPR093C	OG6_111428	Q06834
YPR094W	OG6_102593	Q06835
YPR095C	OG6_500381	Q06836
YPR096C	OG6_500288	O13587
YPR097W	OG6_115942	Q06839
YPR098C	OG6_104794	Q06089
YPR100W	OG6_103158	Q06090
YPR101W	OG6_500092	Q06091
YPR102C	OG6_100325	P0C0W9
YPR103W	OG6_100897	P30656
YPR104C	OG6_137903	P39521
YPR105C	OG6_102876	Q06096
YPR106W	OG6_186745	Q06098
YPR107C	OG6_103251	Q06102
YPR108W	OG6_102079	Q06103
YPR108W-A	OG6_500321	Q3E7B3
YPR109W	OG6_500245	Q06104
YPR110C	OG6_102180	P07703
YPR111W	OG6_111464	P32328
YPR112C	OG6_102169	Q06106
YPR113W	OG6_102569	P06197
YPR114W	OG6_101954	Q06107
YPR115W	OG6_222584	Q06108
YPR116W	OG6_500557	Q06109
YPR117W	OG6_115052	Q06116
YPR118W	OG6_101270	Q06489
YPR119W	OG6_100199	P24869
YPR120C	OG6_100199	P30283
YPR121W	OG6_102750	Q06490
YPR122W	OG6_500255	P40851
YPR124W	OG6_104136	P49573
YPR125W	OG6_101861	Q06493
YPR127W	OG6_100564	Q06494
YPR128C	OG6_107199	Q06497
YPR129W	OG6_102881	P45978
YPR131C	OG6_102129	Q06504
YPR132W	OG6_100935	P0CX30
YPR133C	OG6_103048	Q06505
YPR133W-A	OG6_500668	P80967
YPR134W	OG6_500555	P08593
YPR135W	OG6_102719	Q01454
YPR137C-A	OG6_100069	P0CX58
YPR137C-B	OG6_100069	P0C2I9
YPR137W	OG6_102033	Q06506
YPR138C	OG6_100186	P53390
YPR139C	OG6_108921	Q06508
YPR140W	OG6_103216	Q06510
YPR141C	OG6_101893	P17119
YPR143W	OG6_103633	Q06511
YPR144C	OG6_102386	Q06512
YPR145C-A	OG6_500564	Q2V2P0
YPR145W	OG6_100710	P49089
YPR147C	OG6_103147	Q06522
YPR148C	OG6_500697	Q06523
YPR149W	OG6_133377	Q12207
YPR151C	OG6_222621	Q06524
YPR152C	OG6_103069	Q06525
YPR153W	OG6_119787	Q06537
YPR154W	OG6_116889	Q06449
YPR155C	OG6_110542	Q12374
YPR156C	OG6_114945	Q06451
YPR157W	OG6_107691	Q06466
YPR158C-C	OG6_100069	Q6Q5H1
YPR158C-D	OG6_100069	P0C2J1
YPR158W	OG6_222585	Q06469
YPR158W-A	OG6_100069	P0CX60
YPR158W-B	OG6_100069	P0C2J0
YPR159C-A	OG6_500428	Q8TGQ7
YPR159W	OG6_105803	P32486
YPR160W	OG6_100699	P06738
YPR161C	OG6_104394	P23293
YPR162C	OG6_103029	P54791
YPR163C	OG6_105219	P34167
YPR164W	OG6_500362	Q06211
YPR165W	OG6_101682	P06780
YPR166C	OG6_102116	P10663
YPR167C	OG6_104458	P18408
YPR168W	OG6_103658	Q06213
YPR169W	OG6_102834	Q06214
YPR170W-B	OG6_105122	P0C5R9
YPR171W	OG6_499876	Q06604
YPR172W	OG6_127197	Q06608
YPR173C	OG6_100670	P52917
YPR174C	OG6_499920	Q06616
YPR175W	OG6_102104	P24482
YPR176C	OG6_102449	P20133
YPR178W	OG6_102752	P20053
YPR179C	OG6_500921	Q06623
YPR180W	OG6_102966	Q06624
YPR181C	OG6_100992	P15303
YPR182W	OG6_102196	P54999
YPR183W	OG6_100818	P14020
YPR184W	OG6_103063	Q06625
YPR185W	OG6_500925	Q06628
YPR186C	OG6_112959	P39933
YPR187W	OG6_101231	P20435
YPR188C	OG6_114734	Q06580
YPR189W	OG6_103307	P17883
YPR190C	OG6_102868	P32349
YPR191W	OG6_103720	P07257
YPR192W	OG6_100198	P0CD91
YPR193C	OG6_132807	Q06592
YPR194C	OG6_140564	Q06593
YPR196W	OG6_123060	Q06595
YPR198W	OG6_100558	P33335
YPR199C	OG6_500183	Q06596
YPR200C	OG6_119686	Q06597
YPR201W	OG6_105259	Q06598
YPR202W	OG6_108906	Q08993
YPR203W	OG6_108906	Q08994
YPR204W	OG6_108906	Q08995
