Accession	Gene Names	Entry	Protein names	Mass
OG6_121406	CR03330WA	A0A1D8PSF1	TRIP4/RQT4 C2HC5-type zinc finger domain-containing protein	40952
OG6_143736	CR03340CA	Q59UH5	DNA replication regulator SLD2	40672
OG6_474188	CR03350CA	Q59UH7	ATPase synthesis protein 25, mitochondrial	66837
OG6_102411	CR03360WA	Q59UH8	U3 small nucleolar RNA-associated protein 11 (U3 snoRNA-associated protein 11)	29262
OG6_103506	CR03370CA	A0A1D8PSF5	Kti12p	32724
OG6_101533	CR03380WA	Q59UI0	GTPase	42119
OG6_102536	CR03390CA	A0A1D8PSH5	ATP-dependent DNA helicase II subunit 2 (EC 3.6.4.12) (ATP-dependent DNA helicase II subunit Ku80)	69834
OG6_101646	CR03400WA	A0A1D8PSG5	isoleucine--tRNA ligase (EC 6.1.1.5) (Isoleucyl-tRNA synthetase)	111591
OG6r21_101683	CR03410WA	Q59UI3	Uncharacterized protein	36790
OG6_102042	CR03420CA	A0A1D8PSH4	CCR4-NOT core ubiquitin-protein ligase subunit	65359
OG6_112058	CR03430WA	A0A1D8PSF9	V-type ATPase assembly factor PKR1	13232
OG6_103324	CR03440WA	A0A1D8PSG1	Aprataxin C2HE/C2H2/C2HC zinc finger domain-containing protein	30219
OG6_153240	CR03450WA	A0A1D8PSH1	Hxt5p	61659
OG6_133395	CR03460WA	A0A1D8PSG8	Bromodomain associated domain-containing protein	42314
OG6r21_101834	CR03470WA	Q59ZZ8	Uncharacterized protein	54855
OG6_115817	CR03480WA	A0A1D8PSG3	Uncharacterized protein	79416
OG6_106506	CR03490WA	Q59ZZ6	Exonuclease V, mitochondrial (Exo V) (EC 3.1.-.-) (Defects in morphology protein 1)	72427
OG6_101425	CR03500WA	A0A1D8PSH3	Citrate synthase	52001
OG6r21_103546	CR03510WA	Q59ZZ4	Uncharacterized protein	65842
OG6_102813	CR03520CA	A0A1D8PSI3	Uncharacterized protein	67330
OG6_103871	CR03530WA	Q5A044	MICOS complex subunit MIC60 (Mitofilin)	62702
OG6_103147	CR03540WA	A0A1D8PSH8	Lipid droplet-associated hydrolase	37104
OG6_103550	CR03550WA	Q59ZY9	Cytoplasmic tRNA 2-thiolation protein 2	51001
OG6r21_102284	CR03560WA	Q59ZY8	Anaphase-promoting complex subunit 13	29993
OG6_101936	CR03570CA	A0A1D8PSH7	protein-tyrosine-phosphatase (EC 3.1.3.48)	37008
OG6_153240	CR03580CA	Q5A001	Major facilitator superfamily (MFS) profile domain-containing protein	41736
OG6_103324	CR03590CA	A0A1D8PSI5	DNA 5'-adenosine monophosphate hydrolase	30207
OG6_101375	CR03600CA	Q5A006	Coatomer subunit zeta	22662
OG6_122869	CR03610CA	A0A1D8PSJ6	Vacuolar transporter chaperone	91530
OG6_111913	CR03620CA	A0A1D8PSJ4	Mitochondrial escape protein 2	99307
OG6_109925	CR03630WA	Q5A029	Cell wall protein IFF3 (Adhesin-like protein IFF3)	98731
OG6_103164	CR03640CA	Q5A026	AAA+ ATPase domain-containing protein	41132
OG6_102915	CR03650WA	A0A1D8PSJ3	Sgd1p	115436
OG6_100839	CR03660CA	A0A1D8PSJ0	TRAM domain-containing protein	67551
OG6_115817	CR03670WA	A0A1D8PSI9	CxC5 like cysteine cluster associated with KDZ domain-containing protein	74461
OG6_101499	CR03680CA	A0A1D8PSI8	Structural maintenance of chromosomes protein	141783
OG6_100896	CR03690WA	A0A1D8PSI7	Uncharacterized protein	83526
OG6r21_100885	CR03700CA	A0A1D8PSJ5	Uncharacterized protein	129837
OG6_110919	CR03710CA	A0A1D8PSK8	Domain of unknown function at the cortex 1 domain-containing protein	34522
OG6_101088	CR03720WA	Q5A017	Transaldolase (EC 2.2.1.2)	35672
OG6_101277	CR03730CA	Q5A016	Sodium/calcium exchanger membrane region domain-containing protein	63486
OG6_101300	CR03740CA	Q5A015	Riboflavin kinase (EC 2.7.1.26) (Flavin mononucleotide kinase 1)	20090
OG6_104156	CR03750CA	Q5A014	mRNA splicing protein	47512
OG6_109181	CR03760WA	Q5A013	Protein N-terminal and lysine N-methyltransferase EFM7 (EC 2.1.1.-) (Elongation factor methyltransferase 7)	30430
OG6_101018	CR03770CA	A0A1D8PSK2	Small ribosomal subunit protein eS30 (40S ribosomal protein S30)	7110
OG6_108593	CR03780CA	Q5A012	DUF202 domain-containing protein	27095
OG6_500418	CR03790CA	P0CY22	Protein KRE1	13856
OG6_101963	CR03800CA	A0A1D8PSJ8	Serine/threonine-protein phosphatase (EC 3.1.3.16)	34696
OG6_111913	CR03810WA	Q5A061	Mitochondrial escape protein 2	99327
OG6_101235	CR03820CA	A0A1D8PSK4	SUMO protease	57094
OG6_101336	CR03830CA	Q5A034	DNA replication licensing factor MCM2 (EC 3.6.4.12)	101296
OG6r21_106222	CR03840CA	A0A1D8PSL4	Uncharacterized protein	19530
OG6_119729	CR03850WA	Q5A032	Hgt3p	71348
OG6_222606	CR03860CA	A0A1D8PSL1	Mitochondrial inner membrane i-AAA protease supercomplex subunit MGR3	63388
OG6_500141	CR03870WA	Q5A030	DUF4536 domain-containing protein	10981
OG6_109925	CR03880WA	Q5A6U1	Cell wall protein IFF9 (Adhesin-like protein IFF9)	98606
OG6r21_101835	CR03890WA	Q5A6T8	White-opaque regulator 3	73665
OG6_100914	CR03900WA	Q5A6T5	Serine/threonine-protein kinase STE7 homolog (EC 2.7.12.2)	65224
OG6_103171	CR03910CA	A0A1D8PSN1	Transcription initiation factor TFIID subunit 12	82982
OG6_173251	CR03920CA	A0A1D8PSL9	Tpo4p	77750
OG6_109555	CR03930CA	A0A1D8PSL8	Brl1/Brr6 domain-containing protein	49984
OG6_105039	CR03940WA	Q59JU3	Pre-rRNA-processing protein IPI1-1	41001
OG6_101101	CR03950WA	Q5A6S7	Ribosome-recycling factor, mitochondrial (Ribosome-releasing factor, mitochondrial)	29583
OG6_102023	CR03960CA	Q5A723	Vacuolar fusion protein MON1	64521
OG6_101898	CR03970CA	A0A1D8PSL3	Protein transport protein SEC22	25094
OG6_137804	CR03980WA	A0A1D8PSM2	Uncharacterized protein	27240
OG6_102755	CR03990CA	Q5A6S3	Translation initiation factor eIF2B subunit gamma (eIF2B GDP-GTP exchange factor subunit gamma)	54321
OG6_101751	CR04000WA	Q5A6S2	Proteasome regulatory particle base subunit	47849
OG6_143261	CR04010CA	Q5A6S0	Mitochondrial 54S ribosomal protein YmL40	38914
OG6_104526	CR04020CA	A0A1D8PSM8	Centrin	23056
OG6_132634	CR04030WA	A0A1D8PSM7	Nip100p	103045
OG6_100580	CR04040CA	Q5A6R7	phosphatidylinositol N-acetylglucosaminyltransferase (EC 2.4.1.198) (GlcNAc-PI synthesis protein)	50973
OG6_102057	CR04050CA	P84149	mRNA export factor MEX67	68257
OG6_100542	CR04060CA	Q5A6R5	Dap1p	17282
OG6_102120	CR04070WA	A0A1D8PSM5	Peptide alpha-N-acetyltransferase subunit	20010
OG6_102234	CR04080CA	A0A1D8PSM6	Protein-transporting protein	76586
OG6_101217	CR04090CA	Q5A6R2	Bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	64940
OG6_100733	CR04100CA	Q5A6R1	Large ribosomal subunit protein eL15 (60S ribosomal protein L15-A)	24329
OG6_104062	CR04110WA	A0A1D8PSP5	H/ACA ribonucleoprotein complex non-core subunit NAF1	66022
OG6_100652	CR04120CA	A0A1D8PSP4	Mismatch repair ATPase	104360
OG6_100908	CR04130CA	Q5A6Q7	Chromatin modification-related protein EAF7	50718
OG6_112859	CR04140WA	Q5A6Q6	Mitochondrial 37S ribosomal protein NAM9	53390
OG6_101620	CR04150WA	A0A1D8PSP9	S-adenosylmethionine-dependent methyltransferase	34854
OG6_102534	CR04160CA	Q5A6Q4	tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 (tRNA(m1A58)-methyltransferase subunit TRM6) (tRNA(m1A58)MTase subunit TRM6)	51182
OG6_100487	CR04170WA	A0A1D8PSN8	rRNA (Cytosine-C5-)-methyltransferase	69362
OG6_104278	CR04180CA	Q5A6Q0	Actin-related protein 5	89189
OG6_101374	CR04190WA	Q5A6P9	Adenylyl cyclase-associated protein	59605
OG6_100614	CR04200WA	A0A1D8PSQ3	Type I HSP40 co-chaperone	42732
OG6_104355	CR04210CA	Q5A6P6	MFS antiporter QDR1	55432
OG6r21_102055	CR04220CA	Q5A6P5	Uncharacterized protein	54798
OG6_103047	CR04230WA	A0A1D8PSP6	Ribosylnicotinamide kinase	27505
OG6_101162	CR04240CA	Q5A6P2	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase)	117329
OG6_500752	CR04250WA	Q5A6P1	NDT80 domain-containing protein	55663
OG6_103409	CR04260WA	A0A1D8PSP7	U6 snRNA-associated Sm-like protein LSm2	10992
OG6_500879	CR04270CA	A0A1D8PSQ9	CCHC-type domain-containing protein	17002
OG6_103267	CR04280CA	Q5A6N8	Man(5)GlcNAc(2)-PP-dolichol translocation protein RFT1	64386
OG6_101084	CR04290WA	Q5A6N7	Hap31p	12286
OG6_101428	CR04300WA	A0A1D8PSR2	tRNA (Cytosine-5-)-methyltransferase	81257
OG6_500873	CR04310CA	Q5A6N5	Uncharacterized protein	22463
OG6r21_108079	CR04330WA	A0A1D8PSQ8	Shugoshin C-terminal domain-containing protein	44631
OG6_100411	CR04340WA	Q5A6N1	Lon protease homolog, mitochondrial (EC 3.4.21.53)	120913
OG6_103861	CR04350CA	A0A1D8PSR0	UBR-type domain-containing protein	51408
OG6_102271	CR04360CA	Q5A6M9	H/ACA ribonucleoprotein complex subunit 2 (Nucleolar protein family A member 2)	17166
OG6r21_101684	CR04370WA	Q5A6M7	Uncharacterized protein	30116
OG6_100064	CR04380CA	Q5A6M6	Coatomer subunit beta (Beta-coat protein)	107184
OG6r21_109278	CR04390CA	A0A1D8PSQ6	Uncharacterized protein	85684
OG6r21_167673	CR04400WA	A0A1D8PSR4	Uncharacterized protein	8429
OG6_153968	CR04410WA	A0A1D8PSR5	Autophagy-related protein 6	51659
OG6_109825	CR04420CA	Q5A6M2	Repressed By RIM101 protein 2 (EC 3.1.1.-) (Predicted GPI-anchored protein 21)	16830
OG6r21_294836	CR04440CA	Q5A6M0	Repressed By RIM101 protein 1 (Predicted GPI-anchored protein 20)	9530
OG6_102926	CR04450CA	A0A1D8PSS1	Transcription initiation factor TFIID subunit 5	89963
OG6r21_105370	CR04460CA	Q5A6L7	Uncharacterized protein	30803
OG6_103319	CR04470WA	Q5A6L6	Phosphatidylinositol N-acetylglucosaminyltransferase	34923
OG6_105635	CR04480CA	Q5A6L5	Cysteine proteinase 1, mitochondrial (EC 3.4.22.40)	58245
OG6_102448	CR04490CA	Q5A6L4	Palmitoyl-protein thioesterase 1 (EC 3.1.2.22) (Palmitoyl-protein hydrolase 1)	36417
OG6_100398	CR04500CA	A0A1D8PSR6	Fe2OG dioxygenase domain-containing protein	42229
OG6_100418	CR04510WA	P83776	Hexokinase-2 (EC 2.7.1.1) (Cytoplasmic antigenic protein 3) (Hexokinase PII) (Hexokinase-B)	53416
OG6_123095	CR04520WA	A0A1D8PSS3	Mim1p	14640
OG6_101016	CR04530WA	Q5A6L1	fumarate hydratase (EC 4.2.1.2)	50077
OG6_103265	CR04540CA	Q5A6L0	Ribonuclease P protein subunit	16163
OG6_101207	CR04550WA	A0A1D8PSS4	Proteasome subunit alpha type	27444
OG6_101387	CR04560CA	Q5A6K8	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)	42201
OG6_104031	CR04570CA	P39827	Cell division control protein 10	40684
OG6_105363	CR04580WA	Q5A6K5	Large ribosomal subunit protein bL32m	23688
OG6_103552	CR04590CA	A0A1D8PSU2	pyridoxal 5'-phosphate synthase (EC 1.4.3.5)	31275
OG6_101565	CR04600WA	A0A1D8PSS6	JmjC domain-containing protein	63962
OG6_105093	CR04610CA	Q5A6K2	Autophagy-related protein 22	56529
OG6_104355	CR04620CA	A0A1D8PST5	Major facilitator superfamily (MFS) profile domain-containing protein	55527
OG6_100014	CR04630CA	Q5A6K0	Cytochrome	44342
OG6_116858	CR04640WA	A0A1D8PSU4	Dit1p	58616
OG6_102635	CR04650WA	A0A1D8PST9	Tubulin-specific chaperone A	11059
OG6_102276	CR04660CA	Q59KI0	UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase) (UDPGP) (UGPase)	55552
OG6r21_140157	CR04680CA	A0A1D8PST1	Uncharacterized protein	11693
OG6r21_167689	CR04710WA	A0A1D8PSU5	Peptidylprolyl isomerase	15828
OG6_103743	CR04720CA	Q59KI4	Chromatin-remodeling ATPase INO80 (EC 3.6.4.-)	158823
OG6_110442	CR04730WA	A0A1D8PST6	TMEM14-domain-containing protein	11470
OG6_101332	CR04740CA	Q59MZ5	phosphoribosylformylglycinamidine synthase (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (Formylglycinamide ribotide amidotransferase)	150809
OG6_500454	CR04750WA	A0A1D8PSU1	Uncharacterized protein	9968
OG6_102962	CR04760CA	Q59MZ6	Protein FMP42	61834
OG6r21_126976	CR04770CA	A0A1D8PSU9	Uncharacterized protein	21539
OG6_102056	CR04780WA	Q59MZ8	DNA-directed RNA polymerases I, II, and III subunit RPABC3	16781
OG6r21_102529	CR04790WA	A0A1D8PSU3	Mvb12p	19029
OG6_105463	CR04800WA	Q59MZ9	Putative alpha-1,3-mannosyltransferase MNT4 (EC 2.4.1.-)	83976
OG6_100514	CR04810WA	A0A1D8PSV5	Small ribosomal subunit protein uS3 (40S ribosomal protein S3)	27272
OG6r21_105371	CR04820WA	Q59N01	Uncharacterized protein	11433
OG6r21_101685	CR04830CA	Q59N02	Myosin-binding domain-containing protein	92313
OG6r21_140158	CR04840CA	Q59N20	Transcription activator MSS11	72255
OG6r21_167674	CR04850CA	A0A1D8PSU7	Uncharacterized protein	30277
OG6r21_102835	CR04860CA	A0A1D8PSX4	F-box domain-containing protein	54015
OG6_100163	CR04870CA	A0A1D8PSW6	Aldehyde dehydrogenase domain-containing protein	54437
OG6_102336	CR04880WA	A0A1D8PSW2	Threonine aldolase	41324
OG6_102195	CR04890WA	Q59N08	holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)	38429
OG6r21_140159	CR04900CA	Q59N10	Predicted GPI-anchored protein 39	28771
OG6_103705	CR04910WA	A0A1D8PSW8	Geranylgeranyl transferase type-1 subunit beta (EC 2.5.1.59) (Geranylgeranyl transferase type I subunit beta)	45128
OG6_104304	CR04920WA	Q59KC4	Mitochondrial glycine transporter (Solute carrier family 25 member 38 homolog)	39667
OG6_105746	CR04930WA	A0A1D8PSW1	Peroxisomal membrane protein PEX14 (Peroxin-14)	49705
OG6_100210	CR04940WA	A0A1D8PSW5	Uncharacterized protein	38375
OG6r21_102530	CR04950WA	A0A1D8PSV9	Mediator of RNA polymerase II transcription subunit 5 (Mediator complex subunit 5)	120342
OG6_111915	CR04960CA	A0A1D8PSY8	Crg1p	33834
OG6r21_126977	CR04970CA	A0A1D8PSY0	Uncharacterized protein	32709
OG6r21_126978	CR04980CA	A0A1D8PSX3	Uncharacterized protein	22779
OG6_127524	CR04990CA	Q59KQ4	Cell wall mannoprotein PIR1-like C-terminal domain-containing protein	31739
OG6_124905	CR05010WA	A0A1D8PSW4	Crossover junction endodeoxyribonuclease	78394
OG6_103579	CR05020WA	Q59QM3	Lyp1p	59776
OG6_574258	CR05030WA	A0A1D8PSW7	Outer spore wall assembly protein SHE10	112542
OG6_100668	CR05050WA	A0A1D8PSY1	Glutamine synthetase (EC 6.3.1.2)	41694
OG6_101800	CR05080WA	A0A1D8PSX0	V-type proton ATPase subunit H	53379
OG6_100060	CR05090CA	A0A1D8PSX6	Hgt9p	62826
OG6_104442	CR05100WA	A0A1D8PSZ1	Protein bir1	146077
OG6_222578	CR05120WA	Q59QN2	Uncharacterized protein	104662
OG6_105968	CR05130CA	A0A1D8PSY2	J domain-containing protein	34975
OG6_101538	CR05140WA	Q59QN4	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase (EC 4.2.1.134)	27811
OG6_127201	CR05150WA	A0A1D8PSW9	Large ribosomal subunit protein mL53	10280
OG6_104243	CR05160CA	Q59QN5	Decapping nuclease (EC 3.6.1.-)	46606
OG6_112762	CR05170CA	Q59QN6	Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)	41802
OG6_100664	CR05180CA	Q59QN7	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial (EC 1.3.5.1)	30114
OG6_127524	CR05190WA	Q59KQ4	Cell wall mannoprotein PIR1-like C-terminal domain-containing protein	31739
OG6r21_101392	CR05200CA	Q59KQ3	Uncharacterized protein	16252
OG6_188299	CR05210WA	A0A1D8PT10	Uncharacterized protein	38852
OG6_100613	CR05220CA	Q59KQ1	glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase)	69212
OG6_100011	CR05240CA	A0A1D8PSY7	Fgr14p	134074
OG6_105655	CR05250CA	Q59KP9	Fgr13p	68954
OG6_101518	CR05260CA	Q59KK0	Kinase (EC 2.7.-.-)	40528
OG6_104259	CR05290WA	P87207	Probable mannosyltransferase MNT3 (EC 2.4.1.-)	45322
OG6_116848	CR05300CA	Q59KJ7	Alpha-1,2-mannosyltransferase MNN21 (EC 2.4.1.-)	76921
OG6_100926	CR05310WA	Q59KJ6	AP complex subunit sigma	18164
OG6r21_167676	CR05330WA	A0A1D8PSY6	Uncharacterized protein	6772
OG6_152608	CR05340CA	A0A1D8PSZ0	Ife2p	48503
OG6r21_119645	CR05360CA	A0A1D8PT21	Uncharacterized protein	58953
OG6_101948	CR05380CA	A0A1D8PT03	NAD(P)H quinone oxidoreductase YCP4 (EC 1.6.5.2) (Flavodoxin-like protein YCP4) (FLP YCP4)	29783
OG6_101948	CR05390WA	A0A1D8PT02	NAD(P)H quinone oxidoreductase PST3 (EC 1.6.5.2) (Flavodoxin-like protein PST3) (FLP PST3)	21174
OG6_127524	CR05430WA	A0A1D8PSZ6	Csp1p	41645
OG6_105385	CR05440WA	Q59K86	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD) (Biosynthesis of nicotinic acid protein 1)	19545
OG6_104944	CR05450CA	A0A1D8PT01	Mitochondrial fission process protein 1 (Mitochondrial 18 kDa protein)	24230
OG6_112869	CR05460WA	A0A1D8PSZ5	Ubiquitin-like domain-containing protein	31526
OG6_101369	CR05480WA	A0A1D8PT04	Mitochondrial thiamine pyrophosphate carrier 1	32009
OG6_101024	CR05490WA	A0A1D8PT00	Transcription initiation factor IIB (General transcription factor TFIIB)	38072
OG6r21_102285	CR05500CA	Q59M47	Armadillo-like helical domain-containing protein	101194
OG6_186240	CR05510WA	Q59M48	Ste13p	107173
OG6_102068	CR05520WA	Q59M49	mRNA-binding ribosome synthesis protein	81487
OG6_113584	CR05530CA	Q59M50	Cwt1p	64670
OG6_103040	CR05540CA	A0A1D8PT11	RING-type domain-containing protein	69958
OG6_100190	CR05550CA	Q59M52	DNA-directed RNA polymerase subunit beta (EC 2.7.7.6)	129327
OG6_101881	CR05560WA	Q59M53	RNA polymerase II transcription factor B subunit 2	56186
OG6_100448	CR05570CA	A0A1D8PT08	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	92616
OG6_500588	CR05580CA	A0A1D8PT15	Meiosis protein 5	21967
OG6_343233	CR05610CA	Q59M56	Stress response regulator protein 1	32139
OG6_101006	CR05620CA	Q59PR1	GTPase	61221
OG6_102828	CR05630WA	Q59PR3	ATP-dependent RNA helicase DBP8 (EC 3.6.4.13)	48832
OG6_121410	CR05640CA	Q59PR4	DUF202 domain-containing protein	21738
OG6_101494	CR05650WA	P43072	Transcription factor IIIB 70 kDa subunit (TFIIIB) (B-related factor 1) (BRF-1)	61840
OG6_102265	CR05660WA	Q59PR7	Protein SDA1	86068
OG6_143619	CR05670CA	Q59PR9	Transcriptional regulator HMO1 (High mobility group protein 1)	24815
OG6r21_140165	CR05680CA	Q59PS0	Uncharacterized protein	15180
OG6_101327	CR05690WA	A0A1D8PT17	[acyl-carrier-protein] S-malonyltransferase (EC 2.3.1.39)	38262
OG6_101876	CR05700CA	Q59PS2	Protein YIF1	34375
OG6r21_140166	CR05710CA	Q59PS3	F-box domain-containing protein	32610
OG6_100616	CR05720WA	Q92410	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15) (Trehalose-6-phosphate synthase) (UDP-glucose-glucosephosphate glucosyltransferase)	54457
OG6r21_102056	CR05730CA	A0A1D8PT47	Uncharacterized protein	55742
OG6_499951	CR05740CA	Q59PS6	protein-serine/threonine phosphatase (EC 3.1.3.16)	39335
OG6_112381	CR05750WA	Q59PS7	Uncharacterized protein	38517
OG6_499848	CR05760CA	A0A1D8PT31	Uncharacterized protein	36892
OG6r21_102531	CR05770WA	A0A1D8PT24	Uncharacterized protein	59104
OG6_100544	CR05780WA	Q59PT0	V-type proton ATPase subunit B (V-ATPase subunit B) (Vacuolar proton pump subunit B)	57224
OG6_101426	CR05790CA	A0A1D8PT27	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.-)	85925
OG6_127222	CR05800CA	Q59PT4	Long chronological lifespan protein 2	15117
OG6_105043	CR05830CA	A0A1D8PT33	Inositol phosphosphingolipid phospholipase	49551
OG6_104834	CR05840WA	Q59PT6	Probable kinetochore protein SPC25	27936
OG6_137695	CR05860WA	Q59PT7	DUF2470 domain-containing protein	26059
OG6_148720	CR05880WA	Q59PT8	Transposase Tc1-like domain-containing protein	23907
OG6_132519	CR05890CA	A0A1D8PT39	Vacuolar protein sorting-associated protein 75	32439
OG6_103725	CR05900WA	A0A1D8PT35	Oxidant-induced cell-cycle arrest protein 5	57854
OG6_101618	CR05910WA	Q59PU1	Transcription elongation factor 1 homolog	14370
OG6_181780	CR05920CA	A0A1D8PT36	Mhp1p	134717
OG6_100339	CR05940WA	A0A1D8PT38	Mitogen-activated protein kinase (EC 2.7.11.24)	43303
OG6_100076	CR05950CA	A0A1D8PT53	ATP-dependent permease	116031
OG6r21_112744	CR05960WA	A0A1D8PT42	Uncharacterized protein	10273
OG6_101424	CR05970CA	Q5A283	Bifunctional AAA family ATPase chaperone/translocase	50120
OG6_116931	CR05980WA	A0A1D8PT66	ubiquitinyl hydrolase 1 (EC 3.4.19.12)	150451
OG6_137793	CR05990CA	Q5A287	Transcription factor SFL1	90145
OG6_119246	CR06000WA	A0A1D8PT45	Sok1p	92226
OG6r21_115572	CR06010WA	A0A1D8PT44	Uncharacterized protein	47618
OG6r21_126979	CR06020WA	A0A1D8PT46	Uncharacterized protein	41578
OG6_109325	CR06030CA	A0A1D8PT50	Alpha-1,2-mannosidase	89778
OG6_110015	CR06040WA	A0A1D8PT49	non-specific serine/threonine protein kinase (EC 2.7.11.1)	69684
OG6_100334	CR06050WA	P43063	Cyclin-dependent kinase 1 (CDK1) (EC 2.7.11.22) (Cell division control protein 28) (Cell division protein kinase 2)	36647
OG6r21_126980	CR06060WA	A0A1D8PT51	Transcriptional regulatory protein LGE1	28576
OG6_100431	CR06070WA	Q59V93	Very-long-chain 3-oxoacyl-CoA reductase (EC 1.1.1.330) (3-ketoacyl-CoA reductase) (3-ketoreductase) (KAR) (Microsomal beta-keto-reductase)	38359
OG6_100302	CR06080WA	Q59V92	Type II HSP40 co-chaperone	36810
OG6_102432	CR06090WA	Q59V90	Target of rapamycin complex subunit LST8	36540
OG6_111924	CR06100CA	A0A1D8PT54	SET domain-containing protein	73331
OG6_102578	CR06110CA	Q59V88	Transcriptional regulator RFX1	96111
OG6_499906	CR06120WA	Q59V85	Rpl7p	33952
OG6r21_102057	CR06140WA	A0A1D8PT62	Uncharacterized protein	66156
OG6_100666	CR06150CA	A0A1D8PT56	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase)	54440
OG6_122175	CR06160CA	Q59VC6	DASH complex subunit DAD3 (Outer kinetochore protein DAD3)	15466
OG6_500616	CR06170WA	A0A1D8PT61	Uncharacterized protein	30195
OG6_101628	CR06180WA	A0A1D8PT60	Actin-related protein 2/3 complex subunit	42373
OG6_102776	CR06230WA	A0A1D8PT85	Cation efflux protein cytoplasmic domain-containing protein	68793
OG6_186829	CR06240CA	A0A1D8PT64	Zcf19p	71529
OG6r21_112741	CR06250WA	A0A1D8PT65	F-box domain-containing protein	34136
OG6_160081	CR06260WA	A0A1D8PT67	Uncharacterized protein	44544
OG6_124140	CR06270WA	Q59V73	Uncharacterized protein	18619
OG6r21_101255	CR06290CA	A0A1D8PT68	Uncharacterized protein	41227
OG6r21_119646	CR06300CA	A0A1D8PT71	Fgr50p	27850
OG6_116901	CR06310WA	Q59V67	N-acetyltransferase domain-containing protein	41495
OG6r21_110843	CR06320CA	Q59V66	Uncharacterized protein	53307
OG6r21_106224	CR06330CA	Q59V65	SHSP domain-containing protein	21624
OG6_100716	CR06340CA	P83780	Glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)	61186
OG6r21_100621	CR06380CA	A0A1D8PT74	Uncharacterized protein	56791
OG6_100222	CR06420WA	Q59U06	Serine/threonine-protein phosphatase (EC 3.1.3.16)	54242
OG6r21_104043	CR06430WA	Q59U07	Uncharacterized protein	30723
OG6_110460	CR06440CA	Q59U10	Biofilm and cell wall regulator 1	80967
OG6_103124	CR06450WA	Q59U11	Polynucleotide 5'-hydroxyl-kinase GRC3 (EC 2.7.1.-)	77356
OG6_100130	CR06460WA	A0A1D8PT82	Gst3p	24961
OG6_102274	CR06470WA	A0A1D8PT95	RING-type E3 ubiquitin transferase (EC 2.3.2.27)	71401
OG6_133387	CR06480CA	A0A1D8PT86	Rrn11p	80429
OG6_100393	CR06490CA	O74261	Heat shock protein 60, mitochondrial (60 kDa chaperonin) (Protein Cpn60)	60126
OG6_199035	CR06500CA	A0A1D8PTA6	Septicolysin	18948
OG6_199035	CR06510WA	A0A1D8PT83	Septicolysin	18529
OG6_100976	CR06520CA	A0A1D8PT80	Rab family GTPase	24810
OG6_101501	CR06530WA	A0A1D8PT84	Programmed cell death protein 5	15354
OG6_102884	CR06540WA	A0A1D8PT88	Kinesin-like protein	102876
OG6r21_140168	CR06550CA	A0A1D8PT91	Histidine-rich glycoprotein-like	13283
OG6_100360	CR06560CA	A0A1D8PT90	Bax inhibitor 1	29170
OG6_117465	CR06570CA	A0A1D8PTA5	Uncharacterized protein	81911
OG6r21_140169	CR06580WA	A0A1D8PT97	Uncharacterized protein	25869
OG6_115878	CR06590CA	A0A1D8PT93	GTPase-activating protein	49120
